"Notes"	"State"	"State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Arizona"	"04"	"Jan., 2001"	"2001/01"	33	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2001"	"2001/02"	27	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2001"	"2001/03"	35	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2001"	"2001/04"	38	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2001"	"2001/05"	41	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2001"	"2001/06"	33	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2001"	"2001/07"	40	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2001"	"2001/08"	44	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2001"	"2001/09"	27	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2001"	"2001/10"	42	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2001"	"2001/11"	26	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2001"	"2001/12"	36	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2002"	"2002/01"	30	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2002"	"2002/02"	25	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2002"	"2002/03"	50	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2002"	"2002/04"	40	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2002"	"2002/05"	38	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2002"	"2002/06"	31	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2002"	"2002/07"	49	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2002"	"2002/08"	39	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2002"	"2002/09"	31	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2002"	"2002/10"	32	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2002"	"2002/11"	32	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2002"	"2002/12"	26	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2003"	"2003/01"	31	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2003"	"2003/02"	30	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2003"	"2003/03"	38	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2003"	"2003/04"	31	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2003"	"2003/05"	37	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2003"	"2003/06"	27	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2003"	"2003/07"	40	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2003"	"2003/08"	40	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2003"	"2003/09"	33	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2003"	"2003/10"	33	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2003"	"2003/11"	33	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2003"	"2003/12"	36	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2004"	"2004/01"	26	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2004"	"2004/02"	39	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2004"	"2004/03"	37	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2004"	"2004/04"	32	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2004"	"2004/05"	40	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2004"	"2004/06"	37	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2004"	"2004/07"	38	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2004"	"2004/08"	39	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2004"	"2004/09"	32	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2004"	"2004/10"	33	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2004"	"2004/11"	30	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2004"	"2004/12"	48	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2005"	"2005/01"	37	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2005"	"2005/02"	39	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2005"	"2005/03"	37	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2005"	"2005/04"	42	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2005"	"2005/05"	34	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2005"	"2005/06"	34	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2005"	"2005/07"	48	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2005"	"2005/08"	35	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2005"	"2005/09"	37	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2005"	"2005/10"	33	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2005"	"2005/11"	31	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2005"	"2005/12"	33	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2006"	"2006/01"	30	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2006"	"2006/02"	35	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2006"	"2006/03"	44	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2006"	"2006/04"	53	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2006"	"2006/05"	49	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2006"	"2006/06"	43	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2006"	"2006/07"	44	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2006"	"2006/08"	39	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2006"	"2006/09"	40	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2006"	"2006/10"	52	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2006"	"2006/11"	33	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2006"	"2006/12"	37	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2007"	"2007/01"	50	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2007"	"2007/02"	42	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2007"	"2007/03"	34	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2007"	"2007/04"	43	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2007"	"2007/05"	29	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2007"	"2007/06"	33	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2007"	"2007/07"	33	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2007"	"2007/08"	44	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2007"	"2007/09"	30	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2007"	"2007/10"	27	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2007"	"2007/11"	40	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2007"	"2007/12"	35	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2008"	"2008/01"	41	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2008"	"2008/02"	28	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2008"	"2008/03"	28	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2008"	"2008/04"	38	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2008"	"2008/05"	31	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2008"	"2008/06"	36	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2008"	"2008/07"	24	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2008"	"2008/08"	18	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2008"	"2008/09"	35	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2008"	"2008/10"	32	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2008"	"2008/11"	27	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2008"	"2008/12"	36	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2009"	"2009/01"	18	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2009"	"2009/02"	31	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2009"	"2009/03"	32	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2009"	"2009/04"	31	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2009"	"2009/05"	34	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2009"	"2009/06"	34	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2009"	"2009/07"	25	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2009"	"2009/08"	26	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2009"	"2009/09"	29	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2009"	"2009/10"	30	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2009"	"2009/11"	27	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2009"	"2009/12"	23	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2010"	"2010/01"	19	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2010"	"2010/02"	18	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2010"	"2010/03"	17	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2010"	"2010/04"	28	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2010"	"2010/05"	26	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2010"	"2010/06"	24	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2010"	"2010/07"	26	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2010"	"2010/08"	26	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2010"	"2010/09"	34	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2010"	"2010/10"	29	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2010"	"2010/11"	23	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2010"	"2010/12"	24	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2011"	"2011/01"	20	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2011"	"2011/02"	22	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2011"	"2011/03"	27	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2011"	"2011/04"	33	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2011"	"2011/05"	19	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2011"	"2011/06"	29	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2011"	"2011/07"	28	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2011"	"2011/08"	30	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2011"	"2011/09"	23	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2011"	"2011/10"	27	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2011"	"2011/11"	22	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2011"	"2011/12"	29	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2012"	"2012/01"	25	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2012"	"2012/02"	28	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2012"	"2012/03"	35	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2012"	"2012/04"	18	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2012"	"2012/05"	22	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2012"	"2012/06"	27	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2012"	"2012/07"	28	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2012"	"2012/08"	25	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2012"	"2012/09"	22	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2012"	"2012/10"	24	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2012"	"2012/11"	21	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2012"	"2012/12"	22	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2013"	"2013/01"	30	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2013"	"2013/02"	21	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2013"	"2013/03"	31	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2013"	"2013/04"	23	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2013"	"2013/05"	24	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2013"	"2013/06"	17	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2013"	"2013/07"	23	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2013"	"2013/08"	28	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2013"	"2013/09"	28	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2013"	"2013/10"	21	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2013"	"2013/11"	22	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2013"	"2013/12"	25	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2014"	"2014/01"	18	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2014"	"2014/02"	17	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2014"	"2014/03"	36	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2014"	"2014/04"	32	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2014"	"2014/05"	20	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2014"	"2014/06"	28	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2014"	"2014/07"	19	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2014"	"2014/08"	20	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2014"	"2014/09"	23	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2014"	"2014/10"	19	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2014"	"2014/11"	24	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2014"	"2014/12"	29	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2015"	"2015/01"	25	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2015"	"2015/02"	23	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2015"	"2015/03"	19	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2015"	"2015/04"	23	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2015"	"2015/05"	29	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2015"	"2015/06"	16	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2015"	"2015/07"	24	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2015"	"2015/08"	21	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2015"	"2015/09"	16	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2015"	"2015/10"	21	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2015"	"2015/11"	22	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2015"	"2015/12"	26	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2016"	"2016/01"	34	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2016"	"2016/02"	26	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2016"	"2016/03"	26	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2016"	"2016/04"	24	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2016"	"2016/05"	32	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2016"	"2016/06"	25	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2016"	"2016/07"	31	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2016"	"2016/08"	21	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2016"	"2016/09"	20	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2016"	"2016/10"	27	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2016"	"2016/11"	20	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2016"	"2016/12"	24	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2017"	"2017/01"	26	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2017"	"2017/02"	16	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2017"	"2017/03"	23	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2017"	"2017/04"	32	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2017"	"2017/05"	38	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2017"	"2017/06"	21	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2017"	"2017/07"	33	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2017"	"2017/08"	21	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2017"	"2017/09"	23	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2017"	"2017/10"	40	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2017"	"2017/11"	33	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2017"	"2017/12"	25	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2018"	"2018/01"	33	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2018"	"2018/02"	26	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2018"	"2018/03"	27	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2018"	"2018/04"	34	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2018"	"2018/05"	33	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2018"	"2018/06"	33	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2018"	"2018/07"	31	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2018"	"2018/08"	29	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2018"	"2018/09"	34	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2018"	"2018/10"	28	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2018"	"2018/11"	34	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2018"	"2018/12"	37	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2019"	"2019/01"	27	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2019"	"2019/02"	35	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2019"	"2019/03"	31	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2019"	"2019/04"	35	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2019"	"2019/05"	46	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2019"	"2019/06"	22	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2019"	"2019/07"	28	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2019"	"2019/08"	36	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2019"	"2019/09"	33	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2019"	"2019/10"	31	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2019"	"2019/11"	32	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2019"	"2019/12"	37	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2020 "	"2020/01"	34	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2020 "	"2020/02"	32	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2020 "	"2020/03"	43	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2020 "	"2020/04"	37	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2020 "	"2020/05"	45	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2020 "	"2020/06"	34	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2020 "	"2020/07"	41	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2020 "	"2020/08"	36	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2020 "	"2020/09"	43	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2020 "	"2020/10"	45	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2020 "	"2020/11"	44	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2020 "	"2020/12"	44	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jan., 1999"	"1999/01"	16	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Feb., 1999"	"1999/02"	20	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Mar., 1999"	"1999/03"	21	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Apr., 1999"	"1999/04"	22	Not Applicable	Not Applicable
	"Arkansas"	"05"	"May, 1999"	"1999/05"	21	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jun., 1999"	"1999/06"	17	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jul., 1999"	"1999/07"	18	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Aug., 1999"	"1999/08"	21	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Sep., 1999"	"1999/09"	18	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Oct., 1999"	"1999/10"	26	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Nov., 1999"	"1999/11"	17	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Dec., 1999"	"1999/12"	24	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jan., 2000"	"2000/01"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Feb., 2000"	"2000/02"	15	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Mar., 2000"	"2000/03"	20	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Apr., 2000"	"2000/04"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"May, 2000"	"2000/05"	22	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jun., 2000"	"2000/06"	16	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jul., 2000"	"2000/07"	32	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Aug., 2000"	"2000/08"	35	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Sep., 2000"	"2000/09"	24	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Oct., 2000"	"2000/10"	19	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Nov., 2000"	"2000/11"	20	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Dec., 2000"	"2000/12"	22	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jan., 2001"	"2001/01"	16	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Feb., 2001"	"2001/02"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Mar., 2001"	"2001/03"	19	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Apr., 2001"	"2001/04"	21	Not Applicable	Not Applicable
	"Arkansas"	"05"	"May, 2001"	"2001/05"	32	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jun., 2001"	"2001/06"	20	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jul., 2001"	"2001/07"	18	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Aug., 2001"	"2001/08"	18	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Sep., 2001"	"2001/09"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Oct., 2001"	"2001/10"	22	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Nov., 2001"	"2001/11"	16	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Dec., 2001"	"2001/12"	16	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jan., 2002"	"2002/01"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Feb., 2002"	"2002/02"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Mar., 2002"	"2002/03"	19	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Apr., 2002"	"2002/04"	17	Not Applicable	Not Applicable
	"Arkansas"	"05"	"May, 2002"	"2002/05"	22	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jun., 2002"	"2002/06"	21	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jul., 2002"	"2002/07"	18	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Aug., 2002"	"2002/08"	30	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Sep., 2002"	"2002/09"	23	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Oct., 2002"	"2002/10"	30	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Nov., 2002"	"2002/11"	16	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Dec., 2002"	"2002/12"	20	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Feb., 2003"	"2003/02"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Mar., 2003"	"2003/03"	21	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Apr., 2003"	"2003/04"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"May, 2003"	"2003/05"	19	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jun., 2003"	"2003/06"	15	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jul., 2003"	"2003/07"	23	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Aug., 2003"	"2003/08"	19	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Sep., 2003"	"2003/09"	21	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Oct., 2003"	"2003/10"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Nov., 2003"	"2003/11"	27	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Dec., 2003"	"2003/12"	22	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jan., 2004"	"2004/01"	16	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Feb., 2004"	"2004/02"	30	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Mar., 2004"	"2004/03"	21	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Apr., 2004"	"2004/04"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"May, 2004"	"2004/05"	17	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jun., 2004"	"2004/06"	16	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jul., 2004"	"2004/07"	21	Not Applicable	Not Applicable
